Name,Price,Image URL,Product Link,Specification,Dimensions,Weight
SONOA抽取式衛生紙100抽x80包/箱-箱購,990,https://medias.watsons.com.tw/publishing/WTCTW-243132-front-prodcat.jpg?version=1711050339,https://www.watsons.com.tw//sonoa抽取式衛生紙100抽x80包-箱-箱購/p/BP_243132,100抽x80包/箱,,
親柔抽取式衛生紙100抽x72包/箱-箱購,790,https://medias.watsons.com.tw/publishing/WTCTW-245135-front-prodcat.jpg?version=1711051806,https://www.watsons.com.tw//親柔抽取式衛生紙100抽x72包-箱-箱購/p/BP_245135,100抽x72包,,
【春風】超細柔抽取式衛生紙 110抽*72包/箱x2箱組-箱購,1899,https://medias.watsons.com.tw/publishing/WTCTW-170202-front-prodcat.jpg?version=1713751617,https://www.watsons.com.tw//【春風】超細柔抽取式衛生紙-110抽*72包-箱x2箱組-箱購/p/BP_170202,,,
【春風】超細柔抽取式衛生紙 110抽24包/串,399,https://medias.watsons.com.tw/publishing/WTCTW-259944-front-prodcat.jpg?version=1711053519,https://www.watsons.com.tw//【春風】超細柔抽取式衛生紙-110抽24包-串/p/BP_259944,110抽24包,,
倍潔雅抽取式衛生紙100抽8包10袋-箱購,880,https://medias.watsons.com.tw/publishing/WTCTW-303405-front-prodcat.jpg?version=1740244862,https://www.watsons.com.tw//倍潔雅抽取式衛生紙100抽8包10袋-箱購/p/BP_303405,100抽8包10袋,30x9.5x35cm,8530 g
五月花花園版抽取式衛生紙100抽10包,119,https://medias.watsons.com.tw/publishing/WTCTW-213844-front-prodcat.jpg?version=1726824629,https://www.watsons.com.tw//五月花花園版抽取式衛生紙100抽10包/p/BP_213844,串,38x10x38cm,1248 g
屈臣氏抽取式衛生紙100抽8包入(50th Hello Kitty),79,https://medias.watsons.com.tw/publishing/WTCTW-289918-front-prodcat.jpg,https://www.watsons.com.tw//屈臣氏抽取式衛生紙100抽8包入-50th-hello-kitty/p/BP_289918,,,
【春風】彩蝶繽紛抽取式衛生紙 90抽12包2串,359,https://medias.watsons.com.tw/publishing/WTCTW-259936-front-prodcat.jpg?version=1711053519,https://www.watsons.com.tw//【春風】彩蝶繽紛抽取式衛生紙-90抽12包2串/p/BP_259936,90抽12包2串,,
PASEO EDI超純水低敏濕式衛生紙大尺寸攜帶型20抽4包,220,https://medias.watsons.com.tw/publishing/WTCTW-298564-front-prodcat.jpg?version=1738691599,https://www.watsons.com.tw//paseo-edi超純水低敏濕式衛生紙大尺寸攜帶型20抽4包/p/BP_298564,20抽4包,12.5x9x12cm,550 g
得意3層連續抽取式花紋衛生紙100抽6包,79,https://medias.watsons.com.tw/publishing/WTCTW-294821-front-prodcat.jpg?version=1732295735,https://www.watsons.com.tw//得意3層連續抽取式花紋衛生紙100抽6包/p/BP_294821,100抽6包,45x9x38cm,1881.24 g
倍潔雅好韌真3層抽取衛生紙100抽6包,99,https://medias.watsons.com.tw/publishing/WTCTW-298560-front-prodcat.jpg?version=1739034062,https://www.watsons.com.tw//倍潔雅好韌真3層抽取衛生紙100抽6包/p/BP_298560,100抽6包,22.5x9.5x35cm,870 g
【百吉牌】抽取式衛生紙(100抽x80包箱)-箱購,990,https://medias.watsons.com.tw/publishing/WTCTW-104348-front-prodcat.jpg?version=1711064112,https://www.watsons.com.tw//【百吉牌】抽取式衛生紙-100抽x80包箱-箱購/p/BP_104348,80PCS/,,
FSC驗證五月花厚棒抽取式衛生紙90抽10包,219,https://medias.watsons.com.tw/publishing/WTCTW-295310-front-prodcat.jpg?version=1725045611,https://www.watsons.com.tw//fsc驗證五月花厚棒抽取式衛生紙90抽10包/p/BP_295310,90抽10包,40x20x19cm,2186.4 g
舒潔極絨厚4層抽取衛生紙60抽6包(串),129,https://medias.watsons.com.tw/publishing/WTCTW-289271-front-prodcat.jpg?version=1732133506,https://www.watsons.com.tw//舒潔極絨厚4層抽取衛生紙60抽6包-串/p/BP_289271,60抽6包,23x9.5x36cm,790 g
【春風】3層厚手新肌感抽取式衛生紙 100抽x10包x2串,359,https://medias.watsons.com.tw/publishing/WTCTW-259098-front-prodcat.jpg?version=1711053519,https://www.watsons.com.tw//【春風】3層厚手新肌感抽取式衛生紙-100抽x10包x2串/p/BP_259098,10包x2串,,
【春風】捲筒衛生紙(270組*6粒*16串/箱)-箱購,1000,https://medias.watsons.com.tw/publishing/WTCTW-120984-front-prodcat.jpg?version=1711067961,https://www.watsons.com.tw//【春風】捲筒衛生紙-270組*6粒*16串-箱-箱購/p/BP_120984,,,
PASEO 3層柔韌舒適抽取式衛生紙PEFC 100抽6包,115,https://medias.watsons.com.tw/publishing/WTCTW-298563-front-prodcat.jpg?version=1738949876,https://www.watsons.com.tw//paseo-3層柔韌舒適抽取式衛生紙pefc-100抽6包/p/BP_298563,100抽6包,24.6x9.5x38cm,1000 g
百吉牌 平版衛生紙-320抽x6包x6串箱,750,https://medias.watsons.com.tw/publishing/WTCTW-107517-front-prodcat.jpg?version=1711064874,https://www.watsons.com.tw//百吉牌-平版衛生紙-320抽x6包x6串箱/p/BP_107517,,,
百吉牌輕巧包 抽取式衛生紙-120抽*18包*6串箱,1080,https://medias.watsons.com.tw/publishing/WTCTW-107511-front-prodcat.jpg?version=1711064754,https://www.watsons.com.tw//百吉牌輕巧包-抽取式衛生紙-120抽*18包*6串箱/p/BP_107511,,,
屈臣氏抽取式衛生紙110抽x24包x3串-箱購,1015,https://medias.watsons.com.tw/publishing/WTCTW-153259-front-prodcat.jpg?version=1727800821,https://www.watsons.com.tw//屈臣氏抽取式衛生紙110抽x24包x3串-箱購/p/BP_153259,,,
唯潔雅潔淨柔感抽取式衛生紙100抽6包12袋-箱購,716,https://medias.watsons.com.tw/publishing/WTCTW-303404-front-prodcat.jpg?version=1741370007,https://www.watsons.com.tw//唯潔雅潔淨柔感抽取式衛生紙100抽6包12袋-箱購/p/BP_303404,,,
百吉牌滿柔 抽取式衛生紙-110抽x12包x6串箱,900,https://medias.watsons.com.tw/publishing/WTCTW-107519-front-prodcat.jpg?version=1711065879,https://www.watsons.com.tw//百吉牌滿柔-抽取式衛生紙-110抽x12包x6串箱/p/BP_107519,,,
【百吉牌】抽取式衛生紙(130抽x12包x6串箱)-箱購,1120,https://medias.watsons.com.tw/publishing/WTCTW-104354-front-prodcat.jpg?version=1711066280,https://www.watsons.com.tw//【百吉牌】抽取式衛生紙-130抽x12包x6串箱-箱購/p/BP_104354,6 PCS/,,
歐芮坦細柔抽取式衛生紙100抽10包入-7串/箱-箱購,699,https://medias.watsons.com.tw/publishing/WTCTW-182380-front-prodcat.jpg?version=1732726254,https://www.watsons.com.tw//歐芮坦細柔抽取式衛生紙100抽10包入-7串-箱-箱購/p/BP_182380,7串/箱,,
elleair除(抑)臭+天然淨味捲筒衛生紙清雅微香型12捲入,249,https://medias.watsons.com.tw/publishing/WTCTW-240764-front-prodcat.jpg?version=1726852246,https://www.watsons.com.tw//elleair除-抑-臭-天然淨味捲筒衛生紙清雅微香型12捲入/p/BP_240764,12捲/袋,34.2x20.4x20.4cm,1066 g
百吉牌超厚加長型 抽取式衛生紙225g (6包x8串箱),890,https://medias.watsons.com.tw/publishing/WTCTW-107507-front-prodcat.jpg?version=1711066887,https://www.watsons.com.tw//百吉牌超厚加長型-抽取式衛生紙225g-6包x8串箱/p/BP_107507,,,
【拭拭樂】拭拭樂濕拭衛生紙  (46抽x24包/箱)—箱購-箱購,888,https://medias.watsons.com.tw/publishing/WTCTW-170313-front-prodcat.jpg?version=1711054941,https://www.watsons.com.tw//【拭拭樂】拭拭樂濕拭衛生紙-46抽x24包-箱-—箱購-箱購/p/BP_170313,組,,
屈臣氏X蒲公英 不砍樹環保抽取式衛生紙100抽10包入,99,https://medias.watsons.com.tw/publishing/WTCTW-241688-front-prodcat.jpg,https://www.watsons.com.tw//屈臣氏x蒲公英-不砍樹環保抽取式衛生紙100抽10包入/p/BP_241688,100抽10包入,1x1x1cm,1615 g
屈臣氏X蒲公英 不砍樹環保抽取式衛生紙130抽X84包-箱購,1199,https://medias.watsons.com.tw/publishing/WTCTW-241675-front-prodcat.jpg?version=1737566902,https://www.watsons.com.tw//屈臣氏x蒲公英-不砍樹環保抽取式衛生紙130抽x84包-箱購/p/BP_241675,130抽X84包,,
屈臣氏抽取式衛生紙130抽x84包(屈動更好地球限定版)-箱購,999,https://medias.watsons.com.tw/publishing/WTCTW-235254-front-prodcat.jpg?version=1726936828,https://www.watsons.com.tw//屈臣氏抽取式衛生紙130抽x84包-屈動更好地球限定版-箱購/p/BP_235254,84包,,
【悅拭美】濕拭衛生紙(舒密潔膚專用)12抽x48包/箱-箱購,1299,https://medias.watsons.com.tw/publishing/WTCTW-152918-front-prodcat.jpg?version=1711038972,https://www.watsons.com.tw//【悅拭美】濕拭衛生紙-舒密潔膚專用-12抽x48包-箱-箱購/p/BP_152918,12抽x48包/箱,,
屈臣氏多用途濕紙巾90片(含酒精),79,https://medias.watsons.com.tw/publishing/WTCTW-246991-front-prodcat.jpg?version=1731672663,https://www.watsons.com.tw//屈臣氏多用途濕紙巾90片-含酒精/p/BP_246991,,,
屈臣氏多用途濕紙巾10片3入(含酒精),39,https://medias.watsons.com.tw/publishing/WTCTW-246990-front-prodcat.jpg?version=1731662898,https://www.watsons.com.tw//屈臣氏多用途濕紙巾10片3入-含酒精/p/BP_246990,10片3入,16x9x4.5cm,156 g
屈臣氏潔膚柔濕巾10片3包入-海洋,39,https://medias.watsons.com.tw/publishing/WTCTW-221723-front-prodcat.jpg?version=1731478612,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾10片3包入-海洋/p/BP_221723,,,
屈臣氏潔膚柔濕巾80抽-綠茶清香,49,https://medias.watsons.com.tw/publishing/WTCTW-221740-front-prodcat.jpg?version=1731474382,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾80抽-綠茶清香/p/BP_221740,80抽,11x16.5x5cm,417 g
屈臣氏潔膚柔濕巾80抽-小蒼蘭,49,https://medias.watsons.com.tw/publishing/WTCTW-234794-front-prodcat.jpg?version=1731610948,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾80抽-小蒼蘭/p/BP_234794,80抽,11x16.5x5cm,417 g
屈臣氏抗菌潔淨柔濕巾20片3入,49,https://medias.watsons.com.tw/publishing/WTCTW-225997-front-prodcat.jpg?version=1731619039,https://www.watsons.com.tw//屈臣氏抗菌潔淨柔濕巾20片3入/p/BP_225997,20片3入,10x8x12.5cm,40 g
【拭拭樂】拭拭樂濕拭衛生紙-可丟馬桶(46抽x12包/箱)-箱購-箱購,599,https://medias.watsons.com.tw/publishing/WTCTW-187567-front-prodcat.jpg?version=1713751864,https://www.watsons.com.tw//【拭拭樂】拭拭樂濕拭衛生紙-可丟馬桶-46抽x12包-箱-箱購-箱購/p/BP_187567,46抽x12包/箱,,
屈臣氏潔膚柔濕巾10片3包入-薰衣草,39,https://medias.watsons.com.tw/publishing/WTCTW-221719-front-prodcat.jpg?version=1731478627,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾10片3包入-薰衣草/p/BP_221719,10片3包,12x16x6cm,153 g
屈臣氏潔膚柔濕巾10片3包入-櫻花,39,https://medias.watsons.com.tw/publishing/WTCTW-221721-front-prodcat.jpg?version=1731478607,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾10片3包入-櫻花/p/BP_221721,10片3包,12x16x6cm,153 g
屈臣氏潔膚柔濕巾10片3包入-綠茶,39,https://medias.watsons.com.tw/publishing/WTCTW-221731-front-prodcat.jpg?version=1731474387,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾10片3包入-綠茶/p/BP_221731,,,
屈臣氏潔膚柔濕巾10片3包入-小蒼蘭,39,https://medias.watsons.com.tw/publishing/WTCTW-234799-front-prodcat.jpg?version=1731610987,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾10片3包入-小蒼蘭/p/BP_234799,10片3包入,12x16x6cm,153 g
極淨適 抗菌酒精擦濕巾50抽,65,https://medias.watsons.com.tw/publishing/WTCTW-235003-front-prodcat.jpg?version=1731601768,https://www.watsons.com.tw//極淨適-抗菌酒精擦濕巾50抽/p/BP_235003,50抽,3.5x21x11.5cm,230 g
屈臣氏潔膚柔濕巾80抽-純水,49,https://medias.watsons.com.tw/publishing/WTCTW-262741-front-prodcat.jpg?version=1732020526,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾80抽-純水/p/BP_262741,,,
屈臣氏涼感體用柔濕巾10入,49,https://medias.watsons.com.tw/publishing/WTCTW-210851-front-prodcat.jpg?version=1731467491,https://www.watsons.com.tw//屈臣氏涼感體用柔濕巾10入/p/BP_210851,10入,16x11x2cm,79 g
屈臣氏純水無香濕紙巾80抽(50th Hello Kitty),39,https://medias.watsons.com.tw/publishing/WTCTW-289920-front-prodcat.jpg?version=1732133536,https://www.watsons.com.tw//屈臣氏純水無香濕紙巾80抽-50th-hello-kitty/p/BP_289920,,,
屈臣氏廚房萬用紙巾66組6捲-4串/箱-箱購,599,https://medias.watsons.com.tw/publishing/WTCTW-229148-front-prodcat.jpg?version=1711042900,https://www.watsons.com.tw//屈臣氏廚房萬用紙巾66組6捲-4串-箱-箱購/p/BP_229148,,,
【春風】皇室典藏盒裝面紙200抽*5盒*10串/箱-箱購,1299,https://medias.watsons.com.tw/publishing/WTCTW-121033-front-prodcat.jpg?version=1711040927,https://www.watsons.com.tw//【春風】皇室典藏盒裝面紙200抽*5盒*10串-箱-箱購/p/BP_121033,200抽*5盒*10串/箱,,
絲花 無酒精除菌99%濕巾外出包20片,29,https://medias.watsons.com.tw/publishing/WTCTW-234982-front-prodcat.jpg?version=1731580330,https://www.watsons.com.tw//絲花-無酒精除菌99-濕巾外出包20片/p/BP_234982,每包20片,2.5x7.5x14.5cm,105 g
屈臣氏潔膚柔濕巾9入(50th Hello Kitty),69,https://medias.watsons.com.tw/publishing/WTCTW-289921-front-prodcat.jpg?version=1732100790,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾9入-50th-hello-kitty/p/BP_289921,,,
屈臣氏無香嬰兒柔濕巾20片(柴犬工房),15,https://medias.watsons.com.tw/publishing/WTCTW-289922-front-prodcat.jpg?version=1732100817,https://www.watsons.com.tw//屈臣氏無香嬰兒柔濕巾20片-柴犬工房/p/BP_289922,20片,15.5x8x2.5cm,118 g
屈臣氏抗菌潔淨柔濕巾20片(粉圓點),15,https://medias.watsons.com.tw/publishing/WTCTW-270575-front-prodcat.jpg?version=1731989980,https://www.watsons.com.tw//屈臣氏抗菌潔淨柔濕巾20片-粉圓點/p/BP_270575,20片,3x8x12.5cm,13 g
日本白元極凍涼感濕紙巾-薄荷香(30入),299,https://medias.watsons.com.tw/publishing/WTCTW-289370-front-prodcat.jpg?version=1732124216,https://www.watsons.com.tw//日本白元極凍涼感濕紙巾-薄荷香-30入/p/BP_289370,,,
立得清酒精擦濕巾90抽,109,https://medias.watsons.com.tw/publishing/WTCTW-129471-front-prodcat.jpg?version=1730954238,https://www.watsons.com.tw//立得清酒精擦濕巾90抽/p/BP_129471,,,
屈臣氏潔膚柔濕巾10片3包入(柴犬工房),39,https://medias.watsons.com.tw/publishing/WTCTW-293194-front-prodcat.jpg?version=1732112656,https://www.watsons.com.tw//屈臣氏潔膚柔濕巾10片3包入-柴犬工房/p/BP_293194,10片3包入,12x16x6cm,150 g
屈臣氏純水無香濕紙巾80抽(Line Friends Fruit),39,https://medias.watsons.com.tw/publishing/WTCTW-295399-front-prodcat.jpg?version=1732116830,https://www.watsons.com.tw//屈臣氏純水無香濕紙巾80抽-line-friends-fruit/p/BP_295399,80抽,11x16.5x5cm,417 g
屈臣氏抗菌潔淨柔濕巾20片(藍圓點),15,https://medias.watsons.com.tw/publishing/WTCTW-295401-front-prodcat.jpg?version=1733562611,https://www.watsons.com.tw//屈臣氏抗菌潔淨柔濕巾20片-藍圓點/p/BP_295401,,,
屈臣氏抗菌潔淨柔濕巾20片(粉圓點),15,https://medias.watsons.com.tw/publishing/WTCTW-295402-front-prodcat.jpg?version=1733549349,https://www.watsons.com.tw//屈臣氏抗菌潔淨柔濕巾20片-粉圓點/p/BP_295402,,,
屈臣氏抗菌潔淨柔濕巾20片(黃圓點),15,https://medias.watsons.com.tw/publishing/WTCTW-295404-front-prodcat.jpg?version=1733562835,https://www.watsons.com.tw//屈臣氏抗菌潔淨柔濕巾20片-黃圓點/p/BP_295404,,,
屈臣氏抗菌潔淨柔濕巾20片(綠圓點),15,https://medias.watsons.com.tw/publishing/WTCTW-295400-front-prodcat.jpg?version=1733562913,https://www.watsons.com.tw//屈臣氏抗菌潔淨柔濕巾20片-綠圓點/p/BP_295400,,,
貝恩潔膚抗菌柔濕巾30抽,55,https://medias.watsons.com.tw/publishing/WTCTW-214632-front-prodcat.jpg?version=1731484575,https://www.watsons.com.tw//貝恩潔膚抗菌柔濕巾30抽/p/BP_214632,30抽,15x8.5x4cm,180 g
舒潔濕式面紙15抽 (新舊包裝隨機出貨),39,https://medias.watsons.com.tw/publishing/WTCTW-101080-front-prodcat.jpg?version=1733562067,https://www.watsons.com.tw//舒潔濕式面紙15抽-新舊包裝隨機出貨/p/BP_101080,15抽,14x8x6cm,117 g
康乃馨潔膚濕巾80片(限量設計款),89,https://medias.watsons.com.tw/publishing/WTCTW-300175-front-prodcat.jpg?version=1733676896,https://www.watsons.com.tw//康乃馨潔膚濕巾80片-限量設計款/p/BP_300175,80片,9x17x6.7cm,600 g
立得清 酒精擦濕巾35抽2包,89,https://medias.watsons.com.tw/publishing/WTCTW-235403-front-prodcat.jpg?version=1731616237,https://www.watsons.com.tw//立得清-酒精擦濕巾35抽2包/p/BP_235403,35抽2入組,11x13x8cm,407 g
康乃馨涼爽潔膚濕巾10片3+1包,69,https://medias.watsons.com.tw/publishing/WTCTW-275932-front-prodcat.jpg?version=1732025663,https://www.watsons.com.tw//康乃馨涼爽潔膚濕巾10片3-1包/p/BP_275932,10片X3+1包,14x8.5x7cm,30 g
立得清酒精擦濕巾10抽3入,59,https://medias.watsons.com.tw/publishing/WTCTW-159580-front-prodcat.jpg?version=1731031903,https://www.watsons.com.tw//立得清酒精擦濕巾10抽3入/p/BP_159580,10抽3入,5.5x18x12cm,158 g
屈臣氏廚房用紙巾66組6捲入,99,https://medias.watsons.com.tw/publishing/WTCTW-148374-front-prodcat.jpg?version=1731036894,https://www.watsons.com.tw//屈臣氏廚房用紙巾66組6捲入/p/BP_148374,66組6捲入,37.8x25.2x22cm,930 g
DOUBLE CARE加護抗菌潔膚巾20片,39,https://medias.watsons.com.tw/publishing/WTCTW-100050-front-prodcat.jpg?version=1730842264,https://www.watsons.com.tw//double-care加護抗菌潔膚巾20片/p/BP_100050,20'S,7x10.6x3.5cm,150 g
優生酒精濕巾超厚型8抽3入,49,https://medias.watsons.com.tw/publishing/WTCTW-290953-front-prodcat.jpg?version=1732134592,https://www.watsons.com.tw//優生酒精濕巾超厚型8抽3入/p/BP_290953,8抽3入,2.5x8.8x19cm,123 g
【春風】一秒抽取式廚房紙巾 120抽*3包*4串/箱*2-箱購,740,https://medias.watsons.com.tw/publishing/WTCTW-245345-front-prodcat.jpg?version=1713783575,https://www.watsons.com.tw//【春風】一秒抽取式廚房紙巾-120抽*3包*4串-箱*2-箱購/p/BP_245345,廚房紙巾 120抽*3包*4串*2箱,,
優生酒精濕巾超厚型80抽,89,https://medias.watsons.com.tw/publishing/WTCTW-210835-front-prodcat.jpg?version=1731523199,https://www.watsons.com.tw//優生酒精濕巾超厚型80抽/p/BP_210835,,16x11x7.5cm,552 g
Baby Naturals by Watsons 99%抗菌柔濕巾80片,55,https://medias.watsons.com.tw/publishing/WTCTW-248591-front-prodcat.jpg?version=1731725069,https://www.watsons.com.tw//baby-naturals-by-watsons-99-抗菌柔濕巾80片/p/BP_248591,80片,16x11x6cm,500 g
舒潔淨99抗菌濕巾10抽*3入,99,https://medias.watsons.com.tw/publishing/WTCTW-103054-front-prodcat.jpg?version=1730822247,https://www.watsons.com.tw//舒潔淨99抗菌濕巾10抽*3入/p/BP_103054,10抽X3入,5x8x13cm,188 g
沙威隆清爽抗菌濕巾80抽,69,https://medias.watsons.com.tw/publishing/WTCTW-185950-front-prodcat.jpg?version=1731444928,https://www.watsons.com.tw//沙威隆清爽抗菌濕巾80抽/p/BP_185950,,,
